PERMNO,date,COMNAM,RCRDDT,PRC,VOL,RET,BID,ASK,RETX
86580,2020-01-30,NVIDIA CORP,,245.81000,7229296,0.001100,245.80000,245.81000,0.001100
86580,2020-01-31,NVIDIA CORP,,236.42999,9236778,-0.038160,236.33000,236.45000,-0.038160
86580,2020-02-03,NVIDIA CORP,,240.33000,6388420,0.016495,240.33000,240.36000,0.016495
86580,2020-02-04,NVIDIA CORP,,247.13000,6781549,0.028294,247.13000,247.14000,0.028294
86580,2020-02-05,NVIDIA CORP,,250.75999,5191355,0.014689,250.75999,250.85001,0.014689
86580,2020-02-06,NVIDIA CORP,,254.24500,5451295,0.013898,254.24001,254.25000,0.013898
86580,2020-02-07,NVIDIA CORP,,251.59000,4736255,-0.010443,251.59000,251.67999,-0.010443
86580,2020-02-10,NVIDIA CORP,,262.97000,13226243,0.045232,262.98999,263.00000,0.045232
86580,2020-02-11,NVIDIA CORP,,267.89001,15954183,0.018709,267.89001,267.92001,0.018709
86580,2020-02-12,NVIDIA CORP,,272.54001,9354112,0.017358,272.54001,272.57001,0.017358
86580,2020-02-13,NVIDIA CORP,,270.78000,13170021,-0.006458,270.78000,270.81000,-0.006458
86580,2020-02-14,NVIDIA CORP,,289.79001,26012106,0.070205,289.78000,289.81000,0.070205
86580,2020-02-18,NVIDIA CORP,,296.57001,15516068,0.023396,296.57001,296.64999,0.023396
86580,2020-02-19,NVIDIA CORP,,314.70001,17293287,0.061132,314.70999,314.78000,0.061132
86580,2020-02-20,NVIDIA CORP,,308.70001,20197725,-0.019066,308.67001,308.70001,-0.019066
86580,2020-02-21,NVIDIA CORP,,294.07001,19194003,-0.047392,294.09000,294.10001,-0.047392
86580,2020-02-24,NVIDIA CORP,,273.28000,21360919,-0.070697,273.19000,273.20001,-0.070697
86580,2020-02-25,NVIDIA CORP,,262.04999,26308572,-0.041093,262.00000,262.04999,-0.041093
86580,2020-02-26,NVIDIA CORP,,267.64999,18634341,0.021370,267.59000,267.60001,0.021370
86580,2020-02-27,NVIDIA CORP,2020-02-28,252.60001,22607941,-0.055632,252.17000,252.19000,-0.056230
86580,2020-02-28,NVIDIA CORP,,270.07001,28267051,0.069161,270.06000,270.16000,0.069161
86580,2020-03-02,NVIDIA CORP,,276.42999,22226706,0.023549,276.44000,276.57999,0.023549
86580,2020-03-03,NVIDIA CORP,,265.89001,16288997,-0.038129,265.56000,265.79999,-0.038129
86580,2020-03-04,NVIDIA CORP,,284.51001,14917832,0.070029,284.48999,284.56000,0.070029
86580,2020-03-05,NVIDIA CORP,,273.29001,13487728,-0.039436,273.26999,273.47000,-0.039436
86580,2020-03-06,NVIDIA CORP,,266.04001,12871389,-0.026529,266.04001,266.07999,-0.026529
86580,2020-03-09,NVIDIA CORP,,245.44000,15313314,-0.077432,245.00000,245.00999,-0.077432
86580,2020-03-10,NVIDIA CORP,,261.07999,14485785,0.063722,261.07001,261.07999,0.063722
86580,2020-03-11,NVIDIA CORP,,246.47000,12531845,-0.055960,246.14999,246.17000,-0.055960
86580,2020-03-12,NVIDIA CORP,,216.31000,20376343,-0.122368,216.02000,216.03000,-0.122368
86580,2020-03-13,NVIDIA CORP,,240.84000,15830292,0.113402,240.83000,240.84000,0.113402
86580,2020-03-16,NVIDIA CORP,,196.39999,18153397,-0.184521,196.39999,196.57001,-0.184521
86580,2020-03-17,NVIDIA CORP,,217.27000,20788960,0.106263,217.25999,217.63000,0.106263
86580,2020-03-18,NVIDIA CORP,,202.82001,21805975,-0.066507,203.50000,203.50999,-0.066507
86580,2020-03-19,NVIDIA CORP,,212.97000,19068751,0.050044,212.96001,212.97000,0.050044
86580,2020-03-20,NVIDIA CORP,,205.75000,20086713,-0.033901,205.69000,205.77000,-0.033901
86580,2020-03-23,NVIDIA CORP,,212.69000,16063414,0.033730,212.03000,212.31000,0.033730
86580,2020-03-24,NVIDIA CORP,,249.17999,27456988,0.171564,249.39000,249.47000,0.171564
86580,2020-03-25,NVIDIA CORP,,245.62000,19812745,-0.014287,245.47000,245.62000,-0.014287
86580,2020-03-26,NVIDIA CORP,,257.23999,17400158,0.047309,257.23999,257.35999,0.047309
86580,2020-03-27,NVIDIA CORP,,252.73000,15946964,-0.017532,252.48000,252.75999,-0.017532
86580,2020-03-30,NVIDIA CORP,,265.59000,15036432,0.050884,265.57001,265.67999,0.050884
86580,2020-03-31,NVIDIA CORP,,263.60001,23750069,-0.007493,263.60001,263.60999,-0.007493
86580,2020-04-01,NVIDIA CORP,,243.07001,16394137,-0.077883,243.00999,243.05000,-0.077883
86580,2020-04-02,NVIDIA CORP,,255.47000,16855189,0.051014,255.42999,255.58000,0.051014
86580,2020-04-03,NVIDIA CORP,,243.91000,16533750,-0.045250,243.91000,244.00000,-0.045250
86580,2020-04-06,NVIDIA CORP,,268.39999,18167497,0.100406,268.38000,268.39999,0.100406
86580,2020-04-07,NVIDIA CORP,,259.03000,19584588,-0.034911,258.94000,258.95001,-0.034911
86580,2020-04-08,NVIDIA CORP,,266.95001,13540291,0.030576,266.79001,266.95999,0.030576
86580,2020-04-09,NVIDIA CORP,,262.95001,13429618,-0.014984,262.85001,262.95001,-0.014984
86580,2020-04-13,NVIDIA CORP,,269.85001,9944132,0.026241,269.85001,269.89999,0.026241
86580,2020-04-14,NVIDIA CORP,,283.95001,13253864,0.052251,284.00000,284.01001,0.052251
86580,2020-04-15,NVIDIA CORP,,280.84000,9142444,-0.010953,280.84000,280.85999,-0.010953
86580,2020-04-16,NVIDIA CORP,,294.70001,18619975,0.049352,294.70001,294.79999,0.049352
86580,2020-04-17,NVIDIA CORP,,292.32001,13461473,-0.008076,292.17999,292.35001,-0.008076
86580,2020-04-20,NVIDIA CORP,,287.04999,11214572,-0.018028,286.72000,286.92001,-0.018028
86580,2020-04-21,NVIDIA CORP,,269.51001,18346099,-0.061104,269.16000,269.31000,-0.061104
86580,2020-04-22,NVIDIA CORP,,286.14999,12097065,0.061742,285.95999,286.10999,0.061742
86580,2020-04-23,NVIDIA CORP,,284.01001,10583757,-0.007479,284.00000,284.01001,-0.007479
86580,2020-04-24,NVIDIA CORP,,289.59000,8802977,0.019647,289.54999,289.60999,0.019647
86580,2020-04-27,NVIDIA CORP,,297.07999,11967788,0.025864,296.91000,297.07999,0.025864
86580,2020-04-28,NVIDIA CORP,,291.35999,11055144,-0.019254,291.32999,291.45999,-0.019254
86580,2020-04-29,NVIDIA CORP,,298.45999,9463629,0.024369,298.26999,298.41000,0.024369
86580,2020-04-30,NVIDIA CORP,,292.28000,9371492,-0.020706,292.04001,292.14999,-0.020706
86580,2020-05-01,NVIDIA CORP,,282.78000,8520081,-0.032503,282.70999,282.85001,-0.032503
86580,2020-05-04,NVIDIA CORP,,291.28500,7915723,0.030076,291.28000,291.29001,0.030076
86580,2020-05-05,NVIDIA CORP,,293.73999,9205957,0.008428,293.50000,293.73999,0.008428
86580,2020-05-06,NVIDIA CORP,,297.79001,8074461,0.013788,297.60001,297.79001,0.013788
86580,2020-05-07,NVIDIA CORP,,304.87000,9330004,0.023775,304.87000,304.95001,0.023775
86580,2020-05-08,NVIDIA CORP,,312.50000,8489618,0.025027,312.51001,312.63000,0.025027
86580,2020-05-11,NVIDIA CORP,,322.62000,11699003,0.032384,322.53000,322.66000,0.032384
86580,2020-05-12,NVIDIA CORP,,312.10001,12313371,-0.032608,311.75000,311.97000,-0.032608
86580,2020-05-13,NVIDIA CORP,,311.20001,15611957,-0.002884,311.20001,311.22000,-0.002884
86580,2020-05-14,NVIDIA CORP,,321.22000,15017684,0.032198,321.22000,321.35001,0.032198
86580,2020-05-15,NVIDIA CORP,,339.63000,24664626,0.057313,339.63000,339.70999,0.057313
86580,2020-05-18,NVIDIA CORP,,350.01001,19377538,0.030563,349.95001,350.01999,0.030563
86580,2020-05-19,NVIDIA CORP,,352.22000,17904565,0.006314,352.01999,352.20001,0.006314
86580,2020-05-20,NVIDIA CORP,,358.79999,14671235,0.018681,358.79001,358.79999,0.018681
86580,2020-05-21,NVIDIA CORP,,351.01001,18990432,-0.021711,350.98999,351.23999,-0.021711
86580,2020-05-22,NVIDIA CORP,,361.04999,25930244,0.028603,360.89999,361.06000,0.028603
86580,2020-05-26,NVIDIA CORP,,348.70999,19238210,-0.034178,348.70001,348.79001,-0.034178
86580,2020-05-27,NVIDIA CORP,,341.01001,29335893,-0.022081,340.98999,341.14001,-0.022081
86580,2020-05-28,NVIDIA CORP,,339.48001,18370587,-0.004487,339.31000,339.44000,-0.004487
86580,2020-05-29,NVIDIA CORP,,355.01999,18623596,0.045776,353.64001,353.67001,0.045776
86580,2020-06-01,NVIDIA CORP,,352.25000,9743541,-0.007802,352.26999,352.42001,-0.007802
86580,2020-06-02,NVIDIA CORP,,353.01001,9696757,0.002158,353.09000,353.39999,0.002158
86580,2020-06-03,NVIDIA CORP,,350.78000,9069422,-0.006317,350.64999,350.79001,-0.006317
86580,2020-06-04,NVIDIA CORP,2020-06-05,350.66000,10561600,0.000114,350.63000,350.67999,-0.000342
86580,2020-06-05,NVIDIA CORP,,356.79999,12025413,0.017510,356.51999,356.62000,0.017510
86580,2020-06-08,NVIDIA CORP,,352.20001,9679234,-0.012892,352.20999,352.29999,-0.012892
86580,2020-06-09,NVIDIA CORP,,361.84000,11693209,0.027371,361.82999,361.91000,0.027371
86580,2020-06-10,NVIDIA CORP,,374.67001,15771021,0.035458,374.54001,374.67001,0.035458
86580,2020-06-11,NVIDIA CORP,,351.85001,14556742,-0.060907,351.70999,351.76001,-0.060907
86580,2020-06-12,NVIDIA CORP,,357.29999,14245543,0.015490,357.09000,357.29999,0.015490
86580,2020-06-15,NVIDIA CORP,,366.95001,9978096,0.027008,367.01999,367.09000,0.027008
86580,2020-06-16,NVIDIA CORP,,362.73999,13367780,-0.011473,362.79001,362.92999,-0.011473
86580,2020-06-17,NVIDIA CORP,,369.44000,10185448,0.018471,369.42999,369.48999,0.018471
86580,2020-06-18,NVIDIA CORP,,368.72000,6351922,-0.001949,368.85999,369.00000,-0.001949
86580,2020-06-19,NVIDIA CORP,,370.45001,13098499,0.004692,370.22000,370.26999,0.004692
86580,2020-06-22,NVIDIA CORP,,381.07001,9953978,0.028668,381.07001,381.07999,0.028668
86580,2020-06-23,NVIDIA CORP,,378.00000,9351136,-0.008056,378.00000,378.09000,-0.008056
86580,2020-06-24,NVIDIA CORP,,369.42001,11208337,-0.022698,369.37000,369.50000,-0.022698
86580,2020-06-25,NVIDIA CORP,,379.60001,9363875,0.027557,379.69000,379.79999,0.027557
86580,2020-06-26,NVIDIA CORP,,366.20001,14748258,-0.035300,366.26001,366.44000,-0.035300
86580,2020-06-29,NVIDIA CORP,,368.00000,8524708,0.004915,368.01001,368.14999,0.004915
86580,2020-06-30,NVIDIA CORP,,379.91000,9173232,0.032364,379.32001,379.59000,0.032364
86580,2020-07-01,NVIDIA CORP,,381.20001,8165433,0.003396,380.94000,381.10999,0.003396
86580,2020-07-02,NVIDIA CORP,,384.48999,9090311,0.008631,384.48999,384.76001,0.008631
86580,2020-07-06,NVIDIA CORP,,393.57001,7886023,0.023616,393.57001,393.64999,0.023616
86580,2020-07-07,NVIDIA CORP,,394.87000,8917537,0.003303,394.59000,394.85999,0.003303
86580,2020-07-08,NVIDIA CORP,,408.64001,9384601,0.034872,408.73999,408.89999,0.034872
86580,2020-07-09,NVIDIA CORP,,420.35999,12335724,0.028680,420.35999,420.39999,0.028680
86580,2020-07-10,NVIDIA CORP,,419.17001,12417754,-0.002831,419.17999,419.19000,-0.002831
86580,2020-07-13,NVIDIA CORP,,402.09000,11387898,-0.040747,402.09000,402.26999,-0.040747
86580,2020-07-14,NVIDIA CORP,,415.07999,13514489,0.032306,415.17001,415.20999,0.032306
86580,2020-07-15,NVIDIA CORP,,409.09000,10082033,-0.014431,408.84000,409.09000,-0.014431
86580,2020-07-16,NVIDIA CORP,,405.39001,8608797,-0.009044,405.38000,405.39001,-0.009044
86580,2020-07-17,NVIDIA CORP,,408.06000,6640742,0.006586,408.06000,408.20999,0.006586
86580,2020-07-20,NVIDIA CORP,,420.42999,7109938,0.030314,420.28000,420.42999,0.030314
86580,2020-07-21,NVIDIA CORP,,413.14001,6920289,-0.017339,413.14001,413.17001,-0.017339
86580,2020-07-22,NVIDIA CORP,,417.54999,9168488,0.010674,417.60001,417.73999,0.010674
86580,2020-07-23,NVIDIA CORP,,405.19000,10264938,-0.029601,405.28000,405.47000,-0.029601
86580,2020-07-24,NVIDIA CORP,,407.78000,11805409,0.006392,407.76999,407.89999,0.006392
86580,2020-07-27,NVIDIA CORP,,416.85999,7291430,0.022267,416.85999,416.98999,0.022267
86580,2020-07-28,NVIDIA CORP,,408.62000,6780002,-0.019767,408.62000,408.79999,-0.019767
86580,2020-07-29,NVIDIA CORP,,418.62000,7102768,0.024473,418.62000,418.64001,0.024473
86580,2020-07-30,NVIDIA CORP,,424.56000,7714185,0.014189,424.42999,424.56000,0.014189
86580,2020-07-31,NVIDIA CORP,,424.59000,9646043,0.000071,424.57999,424.69000,0.000071
86580,2020-08-03,NVIDIA CORP,,440.41000,10299990,0.037259,440.26001,440.42001,0.037259
86580,2020-08-04,NVIDIA CORP,,449.10999,7736304,0.019754,449.04999,449.10999,0.019754
86580,2020-08-05,NVIDIA CORP,,451.47000,6235070,0.005255,451.45001,451.69000,0.005255
86580,2020-08-06,NVIDIA CORP,,453.42001,6093198,0.004319,453.25000,453.42999,0.004319
86580,2020-08-07,NVIDIA CORP,,447.98001,8535903,-0.011998,447.98001,448.12000,-0.011998
86580,2020-08-10,NVIDIA CORP,,446.60001,10663401,-0.003081,446.50000,446.60999,-0.003081
86580,2020-08-11,NVIDIA CORP,,434.00000,8839718,-0.028213,433.98999,434.10999,-0.028213
86580,2020-08-12,NVIDIA CORP,,457.60999,11604678,0.054401,457.39999,457.62000,0.054401
86580,2020-08-13,NVIDIA CORP,,457.72000,9331779,0.000240,457.72000,457.85999,0.000240
86580,2020-08-14,NVIDIA CORP,,462.56000,9142600,0.010574,462.54999,462.56000,0.010574
86580,2020-08-17,NVIDIA CORP,,493.48001,15496826,0.066845,493.42999,493.57999,0.066845
86580,2020-08-18,NVIDIA CORP,,490.42999,12546761,-0.006181,490.42001,490.62000,-0.006181
86580,2020-08-19,NVIDIA CORP,,485.54001,15516780,-0.009971,485.73999,485.95001,-0.009971
86580,2020-08-20,NVIDIA CORP,,485.64001,22950656,0.000206,485.57001,485.72000,0.000206
86580,2020-08-21,NVIDIA CORP,,507.34000,24928984,0.044683,507.12000,507.13000,0.044683
86580,2020-08-24,NVIDIA CORP,,508.81000,12222002,0.002897,508.56000,508.76999,0.002897
86580,2020-08-25,NVIDIA CORP,,510.00000,7204714,0.002339,510.01001,510.13000,0.002339
86580,2020-08-26,NVIDIA CORP,,510.92001,7993207,0.001804,510.76001,510.92001,0.001804
86580,2020-08-27,NVIDIA CORP,,505.13000,7903065,-0.011333,505.13000,505.29999,-0.011333
86580,2020-08-28,NVIDIA CORP,,525.90997,13381957,0.041138,525.90002,525.91998,0.041138
86580,2020-08-31,NVIDIA CORP,,534.97998,12483657,0.017246,534.87000,534.88000,0.017246
86580,2020-09-01,NVIDIA CORP,2020-09-02,552.84003,12748540,0.033684,552.85999,553.00000,0.033385
86580,2020-09-02,NVIDIA CORP,,573.85999,21753534,0.038022,573.54999,573.85999,0.038022
86580,2020-09-03,NVIDIA CORP,,520.62000,23564158,-0.092775,520.60999,520.73999,-0.092775
86580,2020-09-04,NVIDIA CORP,,504.89999,36782974,-0.030195,504.57999,504.89001,-0.030195
86580,2020-09-08,NVIDIA CORP,,476.51999,19833466,-0.056209,475.85999,475.87000,-0.056209
86580,2020-09-09,NVIDIA CORP,,508.60001,18338844,0.067321,508.28000,508.42001,0.067321
86580,2020-09-10,NVIDIA CORP,,492.47000,17388678,-0.031715,491.98999,492.48001,-0.031715
86580,2020-09-11,NVIDIA CORP,,486.57999,15851123,-0.011960,486.42999,486.92999,-0.011960
86580,2020-09-14,NVIDIA CORP,,514.89001,29894061,0.058182,514.63000,514.90997,0.058182
86580,2020-09-15,NVIDIA CORP,,519.64001,18145130,0.009225,519.75000,519.88000,0.009225
86580,2020-09-16,NVIDIA CORP,,500.57999,13868232,-0.036679,500.56000,500.89999,-0.036679
86580,2020-09-17,NVIDIA CORP,,498.54001,19754776,-0.004075,498.54001,498.54999,-0.004075
86580,2020-09-18,NVIDIA CORP,,487.57001,17433327,-0.022004,487.28000,487.48001,-0.022004
86580,2020-09-21,NVIDIA CORP,,500.69000,18059021,0.026909,500.67001,500.89001,0.026909
86580,2020-09-22,NVIDIA CORP,,505.51001,16126560,0.009627,505.54999,505.69000,0.009627
86580,2020-09-23,NVIDIA CORP,,484.95001,16140488,-0.040672,484.98001,485.32001,-0.040672
86580,2020-09-24,NVIDIA CORP,,493.92001,18240617,0.018497,493.69000,493.92999,0.018497
86580,2020-09-25,NVIDIA CORP,,514.95001,14672053,0.042578,514.95001,515.09998,0.042578
86580,2020-09-28,NVIDIA CORP,,521.40002,14314406,0.012526,521.28998,521.40002,0.012526
86580,2020-09-29,NVIDIA CORP,,529.03003,15541009,0.014634,528.71997,528.94000,0.014634
86580,2020-09-30,NVIDIA CORP,,541.21997,17191637,0.023042,540.72998,541.06000,0.023042
86580,2020-10-01,NVIDIA CORP,,544.58002,13096751,0.006208,544.69000,544.70001,0.006208
86580,2020-10-02,NVIDIA CORP,,522.48999,13786400,-0.040563,522.45001,522.48999,-0.040563
86580,2020-10-05,NVIDIA CORP,,545.70001,11971322,0.044422,545.50000,545.70001,0.044422
86580,2020-10-06,NVIDIA CORP,,549.46002,19563940,0.006890,548.96002,549.38000,0.006890
86580,2020-10-07,NVIDIA CORP,,558.56000,10427113,0.016562,558.32001,558.56000,0.016562
86580,2020-10-08,NVIDIA CORP,,553.54999,9444243,-0.008970,553.51001,553.78998,-0.008970
86580,2020-10-09,NVIDIA CORP,,550.51001,8649260,-0.005492,550.51001,550.53998,-0.005492
86580,2020-10-12,NVIDIA CORP,,569.03998,10840679,0.033660,568.71002,568.92999,0.033660
86580,2020-10-13,NVIDIA CORP,,569.92999,8570963,0.001564,569.71002,569.92999,0.001564
86580,2020-10-14,NVIDIA CORP,,563.81000,6885442,-0.010738,563.56000,563.83002,-0.010738
86580,2020-10-15,NVIDIA CORP,,558.79999,6662403,-0.008886,558.78998,559.00000,-0.008886
86580,2020-10-16,NVIDIA CORP,,552.46002,6054692,-0.011346,552.27002,552.46997,-0.011346
86580,2020-10-19,NVIDIA CORP,,539.90997,7438728,-0.022717,539.90997,540.31000,-0.022717
86580,2020-10-20,NVIDIA CORP,,545.82001,5713692,0.010946,545.50000,545.82001,0.010946
86580,2020-10-21,NVIDIA CORP,,540.98999,5481351,-0.008849,540.97998,541.00000,-0.008849
86580,2020-10-22,NVIDIA CORP,,534.44000,7251612,-0.012107,534.50000,534.58002,-0.012107
86580,2020-10-23,NVIDIA CORP,,543.60999,5822844,0.017158,543.41998,543.60999,0.017158
86580,2020-10-26,NVIDIA CORP,,525.65002,8400057,-0.033038,525.65002,525.65997,-0.033038
86580,2020-10-27,NVIDIA CORP,,535.87000,6241444,0.019443,535.72998,535.87000,0.019443
86580,2020-10-28,NVIDIA CORP,,505.07999,9389253,-0.057458,505.04999,505.32999,-0.057458
86580,2020-10-29,NVIDIA CORP,,520.96002,7980728,0.031441,520.50000,520.71997,0.031441
86580,2020-10-30,NVIDIA CORP,,501.35999,10396643,-0.037623,502.00000,502.39001,-0.037623
86580,2020-11-02,NVIDIA CORP,,503.23001,7469735,0.003730,503.23001,503.37000,0.003730
86580,2020-11-03,NVIDIA CORP,,520.78003,6813490,0.034875,520.52002,520.78003,0.034875
86580,2020-11-04,NVIDIA CORP,,551.77002,10236098,0.059507,551.40997,551.78003,0.059507
86580,2020-11-05,NVIDIA CORP,,566.40002,7962730,0.026515,566.07001,566.40997,0.026515
86580,2020-11-06,NVIDIA CORP,,582.47998,9569669,0.028390,582.33002,582.47998,0.028390
86580,2020-11-09,NVIDIA CORP,,545.22998,14535801,-0.063951,545.23999,545.40997,-0.063951
86580,2020-11-10,NVIDIA CORP,,510.79999,16108308,-0.063148,510.54999,510.89001,-0.063148
86580,2020-11-11,NVIDIA CORP,,536.71997,10099341,0.050744,536.59998,536.71997,0.050744
86580,2020-11-12,NVIDIA CORP,,538.27002,9148687,0.002888,538.26001,538.50000,0.002888
86580,2020-11-13,NVIDIA CORP,,531.88000,8645614,-0.011871,531.87000,531.88000,-0.011871
86580,2020-11-16,NVIDIA CORP,,540.60999,10318676,0.016413,540.75000,541.02002,0.016413
86580,2020-11-17,NVIDIA CORP,,536.89001,7780605,-0.006881,536.70001,536.90002,-0.006881
86580,2020-11-18,NVIDIA CORP,,537.15002,12756502,0.000484,537.00000,537.15002,0.000484
86580,2020-11-19,NVIDIA CORP,,537.60999,14104318,0.000856,537.60999,537.85999,0.000856
86580,2020-11-20,NVIDIA CORP,,523.51001,8615120,-0.026227,523.22998,523.51001,-0.026227
86580,2020-11-23,NVIDIA CORP,,525.59998,9011816,0.003992,525.09998,525.52002,0.003992
86580,2020-11-24,NVIDIA CORP,,518.31000,8645551,-0.013870,518.31000,518.46997,-0.013870
86580,2020-11-25,NVIDIA CORP,,529.39001,6477277,0.021377,529.40002,529.60999,0.021377
86580,2020-11-27,NVIDIA CORP,,530.45001,4179001,0.002002,530.41998,530.73999,0.002002
86580,2020-11-30,NVIDIA CORP,,536.06000,7139328,0.010576,536.34998,536.48999,0.010576
86580,2020-12-01,NVIDIA CORP,,535.59998,7429036,-0.000858,535.33002,535.59998,-0.000858
86580,2020-12-02,NVIDIA CORP,,541.78003,7074739,0.011539,541.59998,541.77002,0.011539
86580,2020-12-03,NVIDIA CORP,2020-12-04,535.84003,4979950,-0.010669,535.84003,536.12000,-0.010964
86580,2020-12-04,NVIDIA CORP,,542.33002,5026841,0.012112,542.33002,542.39001,0.012112
86580,2020-12-07,NVIDIA CORP,,544.27002,5560403,0.003577,544.41998,544.42999,0.003577
86580,2020-12-08,NVIDIA CORP,,534.00000,6775579,-0.018869,533.84003,534.03003,-0.018869
86580,2020-12-09,NVIDIA CORP,,517.22998,9995352,-0.031405,517.21002,517.40002,-0.031405
86580,2020-12-10,NVIDIA CORP,,518.89001,5181030,0.003209,518.71997,518.90002,0.003209
86580,2020-12-11,NVIDIA CORP,,520.53003,5225957,0.003161,520.64001,520.65002,0.003161
86580,2020-12-14,NVIDIA CORP,,532.34998,6735867,0.022708,531.98999,532.34998,0.022708
86580,2020-12-15,NVIDIA CORP,,534.41998,4823677,0.003888,534.41998,534.48999,0.003888
86580,2020-12-16,NVIDIA CORP,,529.70001,5568982,-0.008832,529.48999,529.69000,-0.008832
86580,2020-12-17,NVIDIA CORP,,533.65002,5752565,0.007457,533.64001,533.75000,0.007457
86580,2020-12-18,NVIDIA CORP,,530.88000,8537571,-0.005191,530.37000,530.54999,-0.005191
86580,2020-12-21,NVIDIA CORP,,533.28998,7524545,0.004540,533.12000,533.40002,0.004540
86580,2020-12-22,NVIDIA CORP,,531.13000,4638107,-0.004050,530.95001,531.13000,-0.004050
86580,2020-12-23,NVIDIA CORP,,520.37000,4464108,-0.020259,520.20001,520.38000,-0.020259
86580,2020-12-24,NVIDIA CORP,,519.75000,2437904,-0.001191,519.70001,519.76001,-0.001191
86580,2020-12-28,NVIDIA CORP,,516.00000,5309761,-0.007215,516.01001,516.22998,-0.007215
86580,2020-12-29,NVIDIA CORP,,517.72998,4248884,0.003353,517.71997,518.08002,0.003353
86580,2020-12-30,NVIDIA CORP,,525.83002,5607488,0.015645,525.44000,525.73999,0.015645
86580,2020-12-31,NVIDIA CORP,,522.20001,4795259,-0.006903,522.10999,522.12000,-0.006903
86580,2021-01-04,NVIDIA CORP,,524.53998,13974054,0.004481,524.53998,524.73999,0.004481
86580,2021-01-05,NVIDIA CORP,,536.19000,8052844,0.022210,536.23999,536.46997,0.022210
86580,2021-01-06,NVIDIA CORP,,504.57999,14480507,-0.058953,504.51001,504.95999,-0.058953
86580,2021-01-07,NVIDIA CORP,,533.76001,11524058,0.057830,533.65997,533.82001,0.057830
86580,2021-01-08,NVIDIA CORP,,531.07001,7280313,-0.005040,530.84003,531.15997,-0.005040
86580,2021-01-11,NVIDIA CORP,,544.85999,12955854,0.025966,544.53003,544.83002,0.025966
86580,2021-01-12,NVIDIA CORP,,539.39001,7259268,-0.010039,539.09998,539.40002,-0.010039
86580,2021-01-13,NVIDIA CORP,,541.27002,5240714,0.003485,540.97998,541.22998,0.003485
86580,2021-01-14,NVIDIA CORP,,528.01001,7038473,-0.024498,527.83002,528.01001,-0.024498
86580,2021-01-15,NVIDIA CORP,,514.38000,6878442,-0.025814,514.37000,514.53003,-0.025814
86580,2021-01-19,NVIDIA CORP,,521.01001,5638798,0.012889,520.79999,521.01001,0.012889
86580,2021-01-20,NVIDIA CORP,,534.63000,6426371,0.026142,534.52002,534.56000,0.026142
86580,2021-01-21,NVIDIA CORP,,554.70001,8447797,0.037540,554.42999,554.70001,0.037540
86580,2021-01-22,NVIDIA CORP,,548.50000,6148664,-0.011177,548.25000,548.50000,-0.011177
86580,2021-01-25,NVIDIA CORP,,546.13000,6242149,-0.004321,546.21997,546.39001,-0.004321
86580,2021-01-26,NVIDIA CORP,,537.40997,4088902,-0.015967,537.37000,537.41998,-0.015967
86580,2021-01-27,NVIDIA CORP,,516.71002,9172906,-0.038518,516.57001,517.04999,-0.038518
86580,2021-01-28,NVIDIA CORP,,522.03998,5668869,0.010315,521.76001,522.03998,0.010315
86580,2021-01-29,NVIDIA CORP,,519.59003,6738479,-0.004693,519.03998,519.38000,-0.004693
86580,2021-02-01,NVIDIA CORP,,529.47998,5424799,0.019034,529.09998,529.48999,0.019034
86580,2021-02-02,NVIDIA CORP,,542.27002,5498807,0.024156,541.92999,542.28003,0.024156
86580,2021-02-03,NVIDIA CORP,,541.21997,6183400,-0.001936,541.02002,541.12000,-0.001936
86580,2021-02-04,NVIDIA CORP,,546.57001,4989198,0.009885,546.57001,546.75000,0.009885
86580,2021-02-05,NVIDIA CORP,,543.64001,4215891,-0.005361,543.34003,543.65997,-0.005361
86580,2021-02-08,NVIDIA CORP,,577.54999,10824408,0.062376,577.51001,577.54999,0.062376
86580,2021-02-09,NVIDIA CORP,,570.53003,7156910,-0.012155,570.25000,570.53003,-0.012155
86580,2021-02-10,NVIDIA CORP,,590.57001,12082346,0.035125,590.57001,590.78998,0.035125
86580,2021-02-11,NVIDIA CORP,,610.03003,11247439,0.032951,610.03003,610.21002,0.032951
86580,2021-02-12,NVIDIA CORP,,598.45001,9352977,-0.018983,598.44000,598.67999,-0.018983
86580,2021-02-16,NVIDIA CORP,,613.21002,8027508,0.024664,612.85999,613.21002,0.024664
86580,2021-02-17,NVIDIA CORP,,596.23999,6880208,-0.027674,596.08002,596.23999,-0.027674
86580,2021-02-18,NVIDIA CORP,,593.15997,5910059,-0.005166,592.77002,593.15997,-0.005166
86580,2021-02-19,NVIDIA CORP,,597.06000,6775722,0.006575,597.06000,597.32001,0.006575
86580,2021-02-22,NVIDIA CORP,,574.22998,8117282,-0.038237,574.22998,574.66998,-0.038237
86580,2021-02-23,NVIDIA CORP,,565.67999,9767274,-0.014889,565.46997,565.65002,-0.014889
86580,2021-02-24,NVIDIA CORP,,579.96002,11186083,0.025244,580.00000,580.23999,0.025244
86580,2021-02-25,NVIDIA CORP,,532.29999,20549709,-0.082178,532.03003,532.38000,-0.082178
86580,2021-02-26,NVIDIA CORP,,548.58002,12447980,0.030584,548.20001,548.59998,0.030584
86580,2021-03-01,NVIDIA CORP,,553.66998,8812419,0.009278,553.53003,553.84003,0.009278
