PERMNO,date,COMNAM,RCRDDT,PRC,VOL,RET,BID,ASK,RETX,ma20,ma60,signal,lagged_signal,buy_hold_position,strategy_return,buy_hold_return,trade,half_spread_one_way,one_way_total_cost,strategy_return_tc,buy_hold_equity,strategy_equity,strategy_equity_tc
86580,2019-03-22,NVIDIA CORP,,177.5,18689787,-0.035011,177.5,177.53999,-0.035011,156.27949925000001,,0,0,1,-0.0,-0.035011,0,0.0001126478873239123,0.0008126478873239123,-0.0,1.3309723612094153,1.0,1.0
86580,2019-03-25,NVIDIA CORP,,173.78,13129402,-0.020958,173.78,173.81,-0.020958,156.6202495,,0,0,1,-0.0,-0.020958,0,8.631603176430296e-05,0.0007863160317643029,-0.0,1.3030778424631884,1.0,1.0
86580,2019-03-26,NVIDIA CORP,,176.87,17586478,0.017781,176.94,176.96001,0.017781,157.59174975,,0,0,1,0.0,0.017781,0,5.6566970091065204e-05,0.0007565669700910652,0.0,1.3262478695800264,1.0,1.0
86580,2019-03-27,NVIDIA CORP,,176.5,11858819,-0.002092,176.53,176.59,-0.002092,158.7142495,,0,0,1,-0.0,-0.002092,0,0.00016997167138810843,0.0008699716713881084,-0.0,1.323473359036865,1.0,1.0
86580,2019-03-28,NVIDIA CORP,,177.25,12004702,0.004249,177.22,177.25,0.004249,159.7107495,,0,0,1,0.0,0.004249,0,8.46262341325843e-05,0.0007846262341325843,0.0,1.3290967973394126,1.0,1.0
86580,2019-03-29,NVIDIA CORP,,179.56,11421885,0.013032,179.56,179.58,0.013032,160.6059995,,0,0,1,0.0,0.013032,0,5.569169079976117e-05,0.0007556916907997612,0.0,1.3464175868023396,1.0,1.0
86580,2019-04-01,NVIDIA CORP,,182.28,12095512,0.015148,182.31,182.33,0.015148,161.54474950000002,,0,0,1,0.0,0.015148,0,5.486065393902302e-05,0.000754860653939023,0.0,1.3668131204072214,1.0,1.0
86580,2019-04-02,NVIDIA CORP,,183.0,11022200,0.00395,182.96001,183.0,0.00395,162.39024975,,0,0,1,0.0,0.00395,0,0.0001092622950819368,0.0008092622950819368,0.0,1.3722120322328297,1.0,1.0
86580,2019-04-03,NVIDIA CORP,,188.62,19719192,0.03071,188.62,188.63,0.03071,163.35699975,,0,0,1,0.0,0.03071,0,2.6508323613590567e-05,0.0007265083236135905,0.0,1.4143526637427,1.0,1.0
86580,2019-04-04,NVIDIA CORP,,188.25999,11433819,-0.001909,188.28,188.33,-0.001909,164.2384995,,0,0,1,-0.0,-0.001909,0,0.00013279507770082047,0.0008327950777008205,-0.0,1.411652664507615,1.0,1.0
86580,2019-04-05,NVIDIA CORP,,190.95,12043249,0.014289,190.95,190.98,0.014289,165.3267495,,0,0,1,0.0,0.014289,0,7.855459544383644e-05,0.0007785545954438365,0.0,1.4318237694307643,1.0,1.0
86580,2019-04-08,NVIDIA CORP,,191.78999,10604354,0.004399,191.77,191.78,0.004399,166.41724925,,0,0,1,0.0,0.004399,0,2.6070182286340664e-05,0.0007260701822863406,0.0,1.4381223621924903,1.0,1.0
86580,2019-04-09,NVIDIA CORP,,189.25999,10995220,-0.013192,189.28,189.31,-0.013192,167.487499,,0,0,1,-0.0,-0.013192,0,7.925605406615825e-05,0.0007792560540661582,-0.0,1.419150651990447,1.0,1.0
86580,2019-04-10,NVIDIA CORP,,192.10001,11118907,0.015006,192.11,192.16,0.015006,168.51074925,,0,0,1,0.0,0.015006,0,0.0001301405450212703,0.0008301405450212702,0.0,1.4404464266742159,1.0,1.0
86580,2019-04-11,NVIDIA CORP,,191.53999,9364537,-0.002915,191.50999,191.56,-0.002915,169.47724899999997,,0,0,1,-0.0,-0.002915,0,0.00013054715101534293,0.000830547151015343,-0.0,1.4362475253404605,1.0,1.0
86580,2019-04-12,NVIDIA CORP,,190.00999,11792364,-0.007988,190.0,190.00999,-0.007988,170.36424875,,0,0,1,-0.0,-0.007988,0,2.6288091483999687e-05,0.0007262880914839997,-0.0,1.4247747801080408,1.0,1.0
86580,2019-04-15,NVIDIA CORP,,184.7,11002045,-0.027946,184.69,184.71001,-0.027946,171.04824875,,0,0,1,-0.0,-0.027946,0,5.416892257718843e-05,0.0007541689225771884,-0.0,1.3849580241031414,1.0,1.0
86580,2019-04-16,NVIDIA CORP,,188.21001,9872915,0.019004,188.25999,188.28,0.019004,171.83749899999998,,0,0,1,0.0,0.019004,0,5.315870287667857e-05,0.0007531587028766786,0.0,1.4112777663931975,1.0,1.0
86580,2019-04-17,NVIDIA CORP,,187.28999,8780568,-0.004888,187.27,187.28999,-0.004888,172.55599875000001,,0,0,1,-0.0,-0.004888,0,5.3366439925536426e-05,0.0007533664399255364,-0.0,1.4043794406710675,1.0,1.0
86580,2019-04-18,NVIDIA CORP,,186.3,9806604,-0.005286,186.28999,186.32001,-0.005286,173.31924874999999,,0,0,1,-0.0,-0.005286,0,8.05689747718934e-05,0.0007805689747718934,-0.0,1.3969558909476802,1.0,1.0
86580,2019-04-22,NVIDIA CORP,,188.47,6997777,0.011648,188.45,188.5,0.011648,174.05124875,,0,0,1,0.0,0.011648,0,0.00013264710564018508,0.000832647105640185,0.0,1.413227633165439,1.0,1.0
86580,2019-04-23,NVIDIA CORP,,190.67,8671181,0.011673,190.67,190.72,0.011673,174.85074875,,0,0,1,0.0,0.011673,0,0.00013111658887085377,0.0008311165888708538,0.0,1.4297242393273792,1.0,1.0
86580,2019-04-24,NVIDIA CORP,,191.17,7955120,0.002622,191.16,191.17999,0.002622,175.7024985,,0,0,1,0.0,0.002622,0,5.2283308050444786e-05,0.0007522833080504448,0.0,1.4334729762828955,1.0,1.0
86580,2019-04-25,NVIDIA CORP,,186.91,12483537,-0.022284,186.83,186.84,-0.022284,176.4899985,,0,0,1,-0.0,-0.022284,0,2.6750842651519196e-05,0.0007267508426515192,-0.0,1.4015294644794074,1.0,1.0
86580,2019-04-26,NVIDIA CORP,,178.09,21721429,-0.047189,178.08,178.09,-0.047189,177.08574875,,0,0,1,-0.0,-0.047189,0,2.8075692065783887e-05,0.0007280756920657839,-0.0,1.3353926905800886,1.0,1.0
86580,2019-04-29,NVIDIA CORP,,179.33,9797783,0.006963,179.33,179.38,0.006963,177.65774875,,0,0,1,0.0,0.006963,0,0.00013940779568388708,0.0008394077956838871,0.0,1.3446910298845978,1.0,1.0
86580,2019-04-30,NVIDIA CORP,,181.0,9072749,0.009312,181.03,181.10001,0.009312,178.26324875,,0,0,1,0.0,0.009312,0,0.00019339779005523853,0.0008933977900552386,0.0,1.3572127927548832,1.0,1.0
86580,2019-05-01,NVIDIA CORP,,180.47,8856731,-0.002928,180.46001,180.48,-0.002928,178.86199875,,0,0,1,-0.0,-0.002928,0,5.538316617714478e-05,0.0007553831661771447,-0.0,1.3532388736976968,1.0,1.0
86580,2019-05-02,NVIDIA CORP,,183.19,9863835,0.015072,183.19,183.21001,0.015072,179.64049875,,0,0,1,0.0,0.015072,0,5.461542660629239e-05,0.0007546154266062924,0.0,1.3736348900020685,1.0,1.0
86580,2019-05-03,NVIDIA CORP,,183.00999,8417487,-0.000983,182.99001,183.00999,-0.000983,180.48424874999998,,0,0,1,-0.0,-0.000983,0,5.458718401103531e-05,0.0007545871840110353,-0.0,1.3722846069051966,1.0,1.0
