PERMNO,date,COMNAM,RCRDDT,PRC,VOL,RET,BID,ASK,RETX,ma20,ma60,signal,lagged_signal,buy_hold_position,strategy_return,buy_hold_return,trade,half_spread_one_way,one_way_total_cost,strategy_return_tc,buy_hold_equity,strategy_equity,strategy_equity_tc,fold_id,selected_short,selected_long,wf_strategy_equity_tc,wf_buy_hold_equity
86580,2024-02-07,NVIDIA CORP,,700.98999,49139625,0.027498,701.15997,701.22998,0.027498,610.029496,,0,0,1,0.0,0.027498,0,4.9936519064923514e-05,0.0007499365190649235,0.0,1.4736267575468829,1.0,1.0,6,20,120,1.8798863970437676,5.344247958452695
86580,2024-02-08,NVIDIA CORP,,696.40997,41130308,-0.006534,696.40002,696.54999,-0.006534,617.6749945,,0,0,1,-0.0,-0.006534,0,0.00010767364516617942,0.0008076736451661794,-0.0,1.4639980803130714,1.0,1.0,6,20,120,1.8798863970437676,5.309328642292165
86580,2024-02-09,NVIDIA CORP,,721.33002,43404245,0.035784,721.07001,721.21997,0.035784,626.330497,,0,0,1,0.0,0.035784,0,0.00010394687302766393,0.0008039468730276639,0.0,1.5163857876189943,1.0,1.0,6,20,120,1.8798863970437676,5.499317658427948
86580,2024-02-12,NVIDIA CORP,,722.47998,60851185,0.001594,722.91998,723.0,0.001594,635.0994969999999,,0,0,1,0.0,0.001594,0,5.537869713704069e-05,0.0007553786971370407,0.0,1.5188029065644593,1.0,1.0,6,20,120,1.8798863970437676,5.508083570775483
86580,2024-02-13,NVIDIA CORP,,721.28003,59980921,-0.001661,721.82001,721.90002,-0.001661,642.972498,,0,0,1,-0.0,-0.001661,0,5.546389520864433e-05,0.0007554638952086444,-0.0,1.5162801749366557,1.0,1.0,6,20,120,1.8798863970437676,5.498934643964425
86580,2024-02-14,NVIDIA CORP,,739.0,50284079,0.024567,738.54999,738.63,0.024567,651.8959965,,0,0,1,0.0,0.024567,0,5.413396481733131e-05,0.0007541339648173313,0.0,1.5535306299943246,1.0,1.0,6,20,120,1.8798863970437676,5.634026971362699
86580,2024-02-15,NVIDIA CORP,,726.58002,41709184,-0.016806,726.57001,726.83002,-0.016806,659.671497,,0,0,1,-0.0,-0.016806,0,0.00017892729833113608,0.0008789272983311361,-0.0,1.52742199422664,1.0,1.0,6,20,120,1.8798863970437676,5.539341514081977
86580,2024-02-16,NVIDIA CORP,,726.13,49227007,-0.000619,725.87,726.14001,-0.000619,666.2324985,,0,0,1,-0.0,-0.000619,0,0.00018592400809769365,0.0008859240080976936,-0.0,1.5264765200122137,1.0,1.0,6,20,120,1.8798863970437676,5.53591266168476
86580,2024-02-20,NVIDIA CORP,,694.52002,69950484,-0.043532,694.57001,694.79999,-0.043532,671.1315005,,0,0,1,-0.0,-0.043532,0,0.00016556758147875635,0.0008655675814787563,-0.0,1.4600259441430419,1.0,1.0,6,20,120,1.8798863970437676,5.294923311696299
86580,2024-02-21,NVIDIA CORP,,674.71997,68413553,-0.028509,674.84003,675.06,-0.028509,674.931,,0,0,1,-0.0,-0.028509,0,0.00016300836627081703,0.000863008366270817,-0.0,1.4184020645014679,1.0,1.0,6,20,120,1.8798863970437676,5.143970343003149
86580,2024-02-22,NVIDIA CORP,,785.38,85719977,0.164009,784.59003,784.65002,0.164009,683.519,,0,0,1,0.0,0.164009,0,3.819170337930961e-05,0.0007381917033793096,0.0,1.6510327686982893,1.0,1.0,6,20,120,1.8798863970437676,5.987627774988753
86580,2024-02-23,NVIDIA CORP,,788.16998,82320067,0.003552,788.15997,788.45001,0.003552,692.1189999999999,,0,0,1,0.0,0.003552,0,0.00018399584313016863,0.0008839958431301686,0.0,1.6568972370927055,1.0,1.0,6,20,120,1.8798863970437676,6.008895828845513
86580,2024-02-26,NVIDIA CORP,,790.91998,50060032,0.003489,790.90002,791.34998,0.003489,701.149499,,0,0,1,0.0,0.003489,0,0.00028445355496008526,0.0009844535549600854,0.0,1.662678151552922,1.0,1.0,6,20,120,1.8798863970437676,6.029860866392355
86580,2024-02-27,NVIDIA CORP,,787.01001,38876736,-0.004944,787.0,787.20001,-0.004944,709.2674985000001,,0,0,1,-0.0,-0.004944,0,0.00012706954006850576,0.0008270695400685058,-0.0,1.6544578707716446,1.0,1.0,6,20,120,1.8798863970437676,6.000049234268912
86580,2024-02-28,NVIDIA CORP,,776.63,39032096,-0.013189,776.78998,776.96997,-0.013189,716.711999,,0,0,1,-0.0,-0.013189,0,0.00011587886123377621,0.0008158788612337762,-0.0,1.6326372259140374,1.0,1.0,6,20,120,1.8798863970437676,5.920914584918139
86580,2024-02-29,NVIDIA CORP,,791.12,50460227,0.018658,790.15002,794.38,0.018658,725.504498,,0,0,1,0.0,0.018658,0,0.0026734123773889894,0.0033734123773889895,0.0,1.6630989712751416,1.0,1.0,6,20,120,1.8798863970437676,6.0313870092435415
86580,2024-03-01,NVIDIA CORP,,822.78998,47599937,0.040032,822.40002,822.94,0.040032,735.130496,,0,0,1,0.0,0.040032,0,0.00032813963048019504,0.0010281396304801951,0.0,1.7296761492932282,1.0,1.0,6,20,120,1.8798863970437676,6.2728354939975794
