metric,wf_buy_and_hold,wf_ma_tc
cumulative_return,8.594363867567973,0.8798863970437676
annualized_return,0.9079898185821615,0.19763179104934658
annualized_volatility,0.5286398648265874,0.22944951516835316
sharpe_ratio,1.7175961916531102,0.8613301749813632
max_drawdown,-0.6633514983431745,-0.27747846072301974
number_of_trades,1.0,6.0
avg_daily_turnover,0.0011337868480725624,0.006802721088435374
